Customer_ID,Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Churn,Churn_Prediction,Rish_Level
CUST715,311,3,32,0,0,Safe
CUST716,375,4,20,1,1,High Risk
CUST717,369,4,93,0,0,Safe
CUST718,689,1,1,1,1,High Risk
CUST719,871,1,9,0,0,Safe
CUST720,133,4,106,0,0,Safe
CUST721,836,4,23,0,0,Safe
CUST722,280,3,7,1,1,High Risk
CUST723,798,3,33,0,0,Safe
CUST724,1071,4,27,0,0,Safe
CUST725,532,3,13,1,1,High Risk
CUST726,190,1,4,1,1,High Risk
CUST727,9,1,8,1,1,High Risk
CUST728,943,3,57,1,1,High Risk
CUST729,405,4,104,1,1,High Risk
CUST730,58,4,59,0,0,Safe
CUST731,53,3,46,0,0,Safe
CUST732,836,3,27,0,0,Safe
CUST733,541,4,111,0,0,Safe
CUST734,1034,3,54,0,0,Safe
CUST735,980,4,55,0,0,Safe
CUST736,522,3,30,0,0,Safe
CUST737,685,3,2,0,0,Safe
CUST738,219,1,6,0,0,Safe
CUST739,112,4,112,0,0,Safe
CUST740,764,4,117,0,0,Safe
CUST741,99,3,23,0,0,Safe
CUST742,236,3,20,0,0,Safe
CUST743,76,3,7,1,1,High Risk
CUST744,12,3,52,0,1,High Risk
CUST745,680,3,54,1,0,Safe
CUST746,154,3,28,0,0,Safe
CUST747,931,1,7,1,1,High Risk
CUST748,196,1,1,1,1,High Risk
CUST749,1019,1,5,0,0,Safe
CUST750,429,4,54,0,0,Safe
CUST751,771,4,17,1,1,High Risk
CUST752,1087,4,43,0,0,Safe
CUST753,897,3,14,1,1,High Risk
CUST754,20,3,54,1,1,High Risk
CUST755,535,3,20,1,1,High Risk
CUST756,339,1,9,1,0,Safe
CUST757,1033,1,13,1,1,High Risk
CUST758,698,4,25,0,0,Safe
CUST759,898,4,30,1,1,High Risk
CUST760,252,3,29,1,0,Safe
CUST761,366,3,53,0,0,Safe
CUST762,835,4,61,0,0,Safe
CUST763,873,1,5,1,1,High Risk
CUST764,729,4,52,0,0,Safe
CUST765,694,3,17,0,0,Safe
CUST766,816,4,37,0,0,Safe
CUST767,718,4,41,0,0,Safe
CUST768,173,3,12,1,1,High Risk
CUST769,74,4,69,0,0,Safe
CUST770,86,4,31,0,0,Safe
CUST771,369,3,55,1,1,High Risk
CUST772,794,4,44,0,0,Safe
CUST773,476,4,27,0,0,Safe
CUST774,920,4,87,0,0,Safe
CUST775,652,3,46,1,1,High Risk
CUST776,777,1,12,1,1,High Risk
CUST777,215,1,8,1,1,High Risk
CUST778,20,3,43,1,1,High Risk
CUST779,531,1,13,0,0,Safe
CUST780,850,4,48,0,0,Safe
CUST781,991,3,6,1,1,High Risk
CUST782,981,3,23,0,0,Safe
CUST783,593,4,58,0,0,Safe
CUST784,840,1,13,0,0,Safe
CUST785,776,4,18,0,0,Safe
CUST786,1072,1,8,1,0,Safe
CUST787,807,4,51,0,0,Safe
CUST788,956,3,56,0,0,Safe
CUST789,599,1,5,1,1,High Risk
CUST790,581,3,59,0,0,Safe
CUST791,204,4,36,0,0,Safe
CUST792,480,1,13,1,1,High Risk
CUST793,13,3,5,0,1,High Risk
CUST794,307,4,95,0,0,Safe
CUST795,151,4,87,0,0,Safe
CUST796,222,4,82,0,0,Safe
CUST797,531,3,14,0,0,Safe
CUST798,396,3,4,1,1,High Risk
CUST799,921,4,111,0,0,Safe
CUST800,139,3,2,1,1,High Risk
CUST801,541,4,49,0,0,Safe
CUST802,541,3,27,0,0,Safe
CUST803,111,3,4,1,1,High Risk
CUST804,1000,3,55,1,1,High Risk
CUST805,423,4,52,1,1,High Risk
CUST806,907,4,43,0,0,Safe
CUST807,971,3,8,0,0,Safe
CUST808,424,3,28,1,0,Safe
CUST809,1090,4,21,0,0,Safe
CUST810,18,4,31,1,1,High Risk
CUST811,657,3,40,1,1,High Risk
CUST812,72,3,34,0,0,Safe
CUST813,743,4,97,0,0,Safe
CUST814,188,3,10,1,1,High Risk
CUST815,240,4,38,0,0,Safe
CUST816,973,4,55,0,0,Safe
CUST817,86,3,34,1,1,High Risk
CUST818,659,3,1,1,1,High Risk
CUST819,814,4,50,0,0,Safe
CUST820,567,4,69,0,0,Safe
CUST821,284,4,45,1,1,High Risk
CUST822,492,4,48,0,0,Safe
CUST823,390,3,29,0,0,Safe
CUST824,251,3,46,0,0,Safe
CUST825,865,4,31,0,0,Safe
CUST826,1029,3,29,0,0,Safe
CUST827,32,4,113,0,0,Safe
CUST828,819,4,46,0,0,Safe
CUST829,353,3,20,0,0,Safe
CUST830,195,4,107,0,0,Safe
CUST831,32,3,14,1,1,High Risk
CUST832,472,1,2,0,0,Safe
CUST833,83,4,15,0,1,High Risk
CUST834,473,1,7,1,1,High Risk
CUST835,1045,4,99,0,0,Safe
CUST836,428,1,7,1,1,High Risk
CUST837,774,1,12,1,1,High Risk
CUST838,948,3,20,1,1,High Risk
CUST839,706,3,11,1,1,High Risk
CUST840,236,4,19,1,1,High Risk
CUST841,520,1,8,1,1,High Risk
CUST842,644,3,42,0,0,Safe
CUST843,928,1,1,1,1,High Risk
CUST844,558,1,14,1,1,High Risk
CUST845,1090,4,36,0,0,Safe
CUST846,763,3,5,1,1,High Risk
CUST847,379,3,8,1,1,High Risk
CUST848,232,1,6,1,1,High Risk
CUST849,974,4,105,0,0,Safe
CUST850,204,4,117,0,0,Safe
CUST851,651,1,12,1,1,High Risk
CUST852,87,4,51,0,0,Safe
CUST853,58,4,24,0,0,Safe
CUST854,911,3,55,0,0,Safe
CUST855,923,1,6,1,1,High Risk
CUST856,819,1,13,1,0,Safe
CUST857,221,4,50,0,0,Safe
CUST858,231,3,52,0,0,Safe
CUST859,855,4,107,0,0,Safe
CUST860,313,4,41,1,1,High Risk
CUST861,628,4,21,0,0,Safe
CUST862,505,4,28,0,0,Safe
CUST863,635,4,58,1,0,Safe
CUST864,740,4,53,0,0,Safe
CUST865,723,3,29,1,1,High Risk
CUST866,526,4,59,0,0,Safe
CUST867,689,4,94,0,0,Safe
CUST868,728,4,50,1,1,High Risk
CUST869,972,1,5,1,1,High Risk
CUST870,12,4,31,0,0,Safe
CUST871,941,1,14,1,1,High Risk
CUST872,380,3,51,0,0,Safe
CUST873,945,4,43,0,0,Safe
CUST874,445,1,2,1,1,High Risk
CUST875,943,4,17,0,0,Safe
CUST876,849,3,44,0,0,Safe
CUST877,821,4,113,0,0,Safe
CUST878,21,4,44,1,1,High Risk
CUST879,866,4,56,0,0,Safe
CUST880,377,1,6,1,1,High Risk
CUST881,917,4,50,0,0,Safe
CUST882,386,1,5,1,1,High Risk
CUST883,18,4,76,0,0,Safe
CUST884,565,1,4,1,1,High Risk
CUST885,383,3,52,1,1,High Risk
CUST886,344,4,45,0,0,Safe
CUST887,1025,4,29,0,0,Safe
CUST888,1066,4,51,0,0,Safe
CUST889,435,4,24,0,0,Safe
CUST890,603,3,23,1,0,Safe
CUST891,835,3,49,0,0,Safe
CUST892,267,3,8,1,1,High Risk
CUST893,515,1,12,0,0,Safe
CUST894,416,1,7,1,1,High Risk
CUST895,1002,4,19,1,1,High Risk
CUST896,610,3,51,0,0,Safe
CUST897,58,1,6,1,1,High Risk
CUST898,383,4,50,0,0,Safe
CUST899,926,3,47,0,0,Safe
CUST900,740,3,8,1,1,High Risk
CUST901,311,1,12,1,1,High Risk
CUST902,1046,4,25,0,0,Safe
CUST903,123,3,13,1,1,High Risk
CUST904,695,4,22,0,0,Safe
CUST905,725,4,64,0,0,Safe
CUST906,434,1,4,1,1,High Risk
CUST907,44,1,3,1,1,High Risk
CUST908,318,4,25,0,0,Safe
CUST909,735,3,9,1,1,High Risk
CUST910,113,3,17,0,0,Safe
CUST911,620,3,49,0,0,Safe
CUST912,338,4,79,0,0,Safe
CUST913,563,4,79,0,0,Safe
CUST914,988,4,45,0,0,Safe
CUST915,138,3,19,1,1,High Risk
CUST916,179,4,75,0,0,Safe
CUST917,271,3,29,0,0,Safe
CUST918,1076,1,11,1,1,High Risk
CUST919,917,4,45,1,1,High Risk
CUST920,596,3,41,0,0,Safe
CUST921,958,1,12,1,1,High Risk
CUST922,974,1,14,1,1,High Risk
CUST923,951,3,6,1,1,High Risk
CUST924,858,4,19,0,0,Safe
CUST925,366,4,56,0,0,Safe
CUST926,42,3,11,0,0,Safe
CUST927,503,4,58,0,0,Safe
CUST928,710,3,56,0,0,Safe
CUST929,924,3,14,1,1,High Risk
CUST930,363,1,3,1,1,High Risk
CUST931,44,3,27,0,0,Safe
CUST932,652,3,20,0,0,Safe
CUST933,133,4,18,0,0,Safe
CUST934,456,4,35,0,0,Safe
CUST935,786,4,35,0,0,Safe
CUST936,392,4,44,0,0,Safe
CUST937,786,4,104,0,0,Safe
CUST938,1089,4,45,0,0,Safe
CUST939,193,3,16,0,0,Safe
CUST940,375,3,14,1,1,High Risk
CUST941,556,3,7,0,0,Safe
CUST942,410,4,15,0,0,Safe
CUST943,78,4,39,0,0,Safe
CUST944,1074,3,29,0,0,Safe
CUST945,408,1,8,1,0,Safe
CUST946,741,4,62,0,0,Safe
CUST947,926,3,9,1,1,High Risk
CUST948,719,4,59,0,0,Safe
CUST949,308,3,5,1,1,High Risk
CUST950,289,3,42,0,0,Safe
CUST951,1059,3,31,0,0,Safe
CUST952,947,3,2,1,1,High Risk
CUST953,250,4,53,0,0,Safe
CUST954,615,4,99,0,0,Safe
CUST955,967,3,25,0,0,Safe
CUST956,514,4,109,0,0,Safe
CUST957,462,4,70,0,0,Safe
CUST958,554,1,10,0,0,Safe
CUST959,1016,3,11,0,0,Safe
CUST960,843,4,57,0,0,Safe
CUST961,825,3,6,1,1,High Risk
CUST962,1035,3,39,0,0,Safe
CUST963,342,4,31,0,0,Safe
CUST964,206,1,13,1,1,High Risk
CUST965,502,1,14,1,1,High Risk
CUST966,618,1,6,1,1,High Risk
CUST967,107,3,7,0,0,Safe
CUST968,1036,1,7,1,1,High Risk
CUST969,175,3,42,0,0,Safe
CUST970,425,1,10,1,1,High Risk
CUST971,833,3,22,0,0,Safe
CUST972,990,4,63,0,0,Safe
CUST973,943,1,2,1,1,High Risk
CUST974,875,1,2,1,1,High Risk
CUST975,873,1,13,1,1,High Risk
CUST976,933,3,7,1,1,High Risk
CUST977,845,3,34,0,0,Safe
CUST978,818,4,31,0,0,Safe
CUST979,73,3,50,0,0,Safe
CUST980,271,4,25,0,0,Safe
CUST981,1071,1,8,0,0,Safe
CUST982,465,3,36,0,0,Safe
CUST983,708,1,14,1,1,High Risk
CUST984,171,3,38,0,0,Safe
CUST985,695,3,19,1,1,High Risk
CUST986,274,1,4,1,1,High Risk
CUST987,436,3,46,1,1,High Risk
CUST988,993,4,90,1,0,Safe
CUST989,913,1,3,1,1,High Risk
CUST990,82,3,2,0,0,Safe
CUST991,390,4,22,0,0,Safe
CUST992,806,1,7,1,1,High Risk
CUST993,1014,3,11,1,1,High Risk
CUST994,48,1,10,1,1,High Risk
CUST995,258,4,28,1,1,High Risk
CUST996,959,3,27,1,1,High Risk
CUST997,148,3,7,1,1,High Risk
CUST998,917,4,49,1,1,High Risk
CUST999,568,4,28,1,1,High Risk
CUST1000,481,1,2,1,1,High Risk
CUST1001,988,4,85,0,0,Safe
CUST1002,869,4,107,0,0,Safe
CUST1003,233,4,65,1,1,High Risk
CUST1004,587,3,54,0,0,Safe
CUST1005,993,3,5,0,1,High Risk
CUST1006,147,1,11,1,1,High Risk
CUST1007,271,3,42,1,1,High Risk
CUST1008,561,3,13,1,1,High Risk
CUST1009,898,3,11,1,1,High Risk
CUST1010,780,1,1,1,1,High Risk
CUST1011,179,1,5,0,0,Safe
CUST1012,465,1,2,1,1,High Risk
CUST1013,1054,3,43,0,0,Safe
CUST1014,626,3,53,0,0,Safe
CUST1015,511,3,18,0,0,Safe
CUST1016,304,4,37,0,0,Safe
CUST1017,272,4,95,0,0,Safe
CUST1018,680,1,5,1,1,High Risk
CUST1019,1055,4,36,0,0,Safe
CUST1020,283,3,10,1,1,High Risk
CUST1021,801,4,102,1,1,High Risk
CUST1022,325,3,10,1,1,High Risk
CUST1023,255,3,54,0,0,Safe
CUST1024,503,4,45,0,0,Safe
CUST1025,864,4,46,0,0,Safe
CUST1026,263,4,42,0,0,Safe
CUST1027,774,4,57,0,0,Safe
CUST1028,497,1,14,1,1,High Risk
CUST1029,691,3,37,0,0,Safe
CUST1030,855,3,15,0,0,Safe
CUST1031,661,1,1,1,1,High Risk
CUST1032,711,4,43,0,0,Safe
CUST1033,637,3,16,0,0,Safe
CUST1034,304,4,44,0,0,Safe
CUST1035,1069,1,1,0,0,Safe
CUST1036,836,3,24,0,0,Safe
CUST1037,841,3,14,1,1,High Risk
CUST1038,759,3,31,0,0,Safe
CUST1039,891,3,9,1,1,High Risk
CUST1040,15,3,1,1,1,High Risk
CUST1041,781,4,35,0,0,Safe
CUST1042,819,1,11,1,1,High Risk
CUST1043,1077,4,16,0,0,Safe
CUST1044,747,1,12,0,0,Safe
CUST1045,405,3,30,1,1,High Risk
CUST1046,278,3,5,1,1,High Risk
CUST1047,427,4,22,0,0,Safe
CUST1048,247,1,2,1,1,High Risk
CUST1049,240,1,10,1,1,High Risk
CUST1050,69,4,118,0,0,Safe
CUST1051,1034,4,65,0,0,Safe
CUST1052,938,3,50,0,0,Safe
CUST1053,133,4,53,0,0,Safe
CUST1054,246,4,24,0,0,Safe
CUST1055,46,1,10,0,1,High Risk
CUST1056,712,4,40,0,0,Safe
CUST1057,1039,3,7,1,1,High Risk
CUST1058,869,1,4,1,1,High Risk
CUST1059,521,3,5,1,1,High Risk
CUST1060,281,3,2,1,1,High Risk
CUST1061,977,4,29,0,0,Safe
CUST1062,471,3,43,0,0,Safe
CUST1063,503,4,52,0,0,Safe
CUST1064,499,1,14,1,1,High Risk
CUST1065,902,3,3,1,1,High Risk
CUST1066,1086,3,30,0,0,Safe
CUST1067,762,1,14,1,1,High Risk
CUST1068,1071,3,9,1,1,High Risk
CUST1069,701,4,49,0,0,Safe
CUST1070,894,4,86,0,0,Safe
CUST1071,79,4,21,0,0,Safe
CUST1072,226,3,4,0,0,Safe
CUST1073,512,4,29,1,1,High Risk
CUST1074,21,3,49,0,0,Safe
CUST1075,1017,4,93,0,0,Safe
CUST1076,446,4,33,0,0,Safe
CUST1077,199,3,7,1,1,High Risk
CUST1078,797,3,4,1,1,High Risk
CUST1079,1062,4,92,0,0,Safe
CUST1080,748,3,12,1,1,High Risk
CUST1081,995,4,57,0,0,Safe
CUST1082,850,4,93,0,0,Safe
CUST1083,1091,3,8,1,1,High Risk
CUST1084,647,1,12,1,1,High Risk
CUST1085,403,1,1,1,1,High Risk
CUST1086,455,3,47,0,0,Safe
CUST1087,1053,3,22,0,0,Safe
CUST1088,92,4,47,0,0,Safe
CUST1089,975,4,67,0,0,Safe
CUST1090,375,3,32,0,0,Safe
CUST1091,755,3,59,0,0,Safe
CUST1092,996,1,1,1,1,High Risk
CUST1093,595,4,16,0,0,Safe
CUST1094,752,3,43,0,0,Safe
CUST1095,464,4,57,0,0,Safe
CUST1096,282,4,51,0,0,Safe
CUST1097,960,4,79,0,0,Safe
CUST1098,447,4,38,0,0,Safe
CUST1099,980,4,41,0,0,Safe
CUST1100,74,1,12,1,1,High Risk
CUST1101,205,3,2,1,1,High Risk
CUST1102,937,3,10,0,0,Safe
CUST1103,559,4,65,0,0,Safe
CUST1104,974,4,106,0,0,Safe
CUST1105,274,3,12,1,1,High Risk
CUST1106,784,1,7,0,1,High Risk
CUST1107,553,3,34,0,0,Safe
CUST1108,839,4,34,1,0,Safe
CUST1109,173,3,11,1,1,High Risk
CUST1110,292,4,92,0,0,Safe
CUST1111,996,3,53,0,0,Safe
CUST1112,368,4,35,0,0,Safe
CUST1113,163,1,6,1,1,High Risk
CUST1114,950,4,103,0,0,Safe
CUST1115,331,4,82,0,0,Safe
CUST1116,296,4,56,0,0,Safe
CUST1117,1024,3,27,0,0,Safe
CUST1118,292,4,101,0,0,Safe
CUST1119,826,1,1,1,1,High Risk
CUST1120,705,1,9,0,0,Safe
CUST1121,694,4,19,0,1,High Risk
CUST1122,792,4,53,0,0,Safe
CUST1123,864,4,18,1,1,High Risk
CUST1124,331,4,29,0,0,Safe
CUST1125,779,4,46,0,0,Safe
CUST1126,630,3,42,0,0,Safe
CUST1127,1078,3,37,1,1,High Risk
CUST1128,275,3,58,0,0,Safe
CUST1129,986,1,10,0,0,Safe
CUST1130,35,4,24,1,1,High Risk
CUST1131,225,4,16,0,0,Safe
CUST1132,1060,4,46,1,1,High Risk
CUST1133,952,3,6,0,0,Safe
CUST1134,356,4,47,0,0,Safe
CUST1135,916,3,24,0,0,Safe
CUST1136,567,1,9,1,1,High Risk
CUST1137,864,3,49,1,1,High Risk
CUST1138,245,4,59,0,0,Safe
CUST1139,748,3,1,1,1,High Risk
CUST1140,520,4,26,0,0,Safe
CUST1141,47,3,17,0,0,Safe
CUST1142,940,4,96,0,0,Safe
CUST1143,516,4,59,0,0,Safe
CUST1144,1057,4,44,0,0,Safe
CUST1145,85,3,2,0,0,Safe
CUST1146,787,3,47,0,0,Safe
CUST1147,614,3,39,0,0,Safe
CUST1148,347,4,58,0,0,Safe
CUST1149,1037,3,38,0,0,Safe
CUST1150,185,4,71,0,0,Safe
CUST1151,331,1,4,1,1,High Risk
CUST1152,458,3,3,1,0,Safe
CUST1153,978,3,25,1,1,High Risk
CUST1154,1085,3,53,0,0,Safe
CUST1155,250,3,41,0,0,Safe
CUST1156,616,1,5,1,1,High Risk
CUST1157,843,4,52,1,1,High Risk
CUST1158,608,3,19,0,0,Safe
CUST1159,749,3,25,0,0,Safe
CUST1160,397,4,85,0,0,Safe
CUST1161,9,4,97,0,0,Safe
CUST1162,685,3,58,0,0,Safe
CUST1163,58,1,4,1,1,High Risk
CUST1164,109,4,118,0,0,Safe
CUST1165,227,3,16,0,0,Safe
CUST1166,199,3,51,0,0,Safe
CUST1167,1067,3,48,0,0,Safe
CUST1168,629,1,2,1,1,High Risk
CUST1169,913,3,10,1,1,High Risk
CUST1170,884,4,55,0,0,Safe
CUST1171,632,3,57,1,1,High Risk
CUST1172,212,3,12,1,1,High Risk
CUST1173,692,4,117,0,0,Safe
CUST1174,117,1,1,1,1,High Risk
CUST1175,36,3,6,1,1,High Risk
CUST1176,381,3,27,0,0,Safe
CUST1177,575,1,1,1,1,High Risk
CUST1178,346,4,65,0,0,Safe
CUST1179,839,4,36,0,0,Safe
CUST1180,509,4,80,0,0,Safe
CUST1181,257,3,58,0,0,Safe
CUST1182,439,1,12,1,1,High Risk
CUST1183,927,4,17,1,0,Safe
CUST1184,770,3,3,1,1,High Risk
CUST1185,1014,3,13,1,1,High Risk
CUST1186,1063,3,9,1,1,High Risk
CUST1187,704,3,13,1,1,High Risk
CUST1188,61,3,12,1,1,High Risk
CUST1189,542,4,75,0,0,Safe
CUST1190,1015,3,54,0,0,Safe
CUST1191,35,1,12,1,1,High Risk
CUST1192,210,4,80,0,0,Safe
CUST1193,748,4,91,0,0,Safe
CUST1194,140,3,14,0,0,Safe
CUST1195,913,3,5,0,0,Safe
CUST1196,113,4,22,1,1,High Risk
CUST1197,401,4,43,0,0,Safe
CUST1198,692,3,6,0,0,Safe
CUST1199,27,4,16,0,0,Safe
CUST1200,71,4,29,0,0,Safe
CUST1201,822,4,18,1,1,High Risk
CUST1202,628,3,55,0,0,Safe
CUST1203,223,4,34,0,0,Safe
CUST1204,660,3,9,1,1,High Risk
CUST1205,913,3,52,0,0,Safe
CUST1206,907,3,7,1,1,High Risk
CUST1207,244,3,38,0,0,Safe
CUST1208,407,1,2,0,0,Safe
CUST1209,1054,1,3,1,1,High Risk
CUST1210,1083,3,14,1,1,High Risk
CUST1211,1036,4,26,0,0,Safe
CUST1212,759,3,57,0,0,Safe
CUST1213,202,3,22,0,0,Safe
CUST1214,356,4,90,0,0,Safe
CUST1215,686,4,54,0,0,Safe
CUST1216,474,4,44,0,0,Safe
CUST1217,431,4,39,0,0,Safe
CUST1218,177,4,41,0,0,Safe
CUST1219,871,3,6,1,1,High Risk
CUST1220,963,3,3,1,1,High Risk
CUST1221,39,4,91,0,0,Safe
CUST1222,242,3,1,1,1,High Risk
CUST1223,263,4,89,0,0,Safe
CUST1224,812,3,31,0,0,Safe
CUST1225,985,4,68,0,0,Safe
CUST1226,280,3,7,1,1,High Risk
CUST1227,651,4,35,0,0,Safe
CUST1228,782,3,18,0,0,Safe
CUST1229,1071,3,24,0,0,Safe
CUST1230,765,4,16,1,0,Safe
CUST1231,471,4,34,1,1,High Risk
CUST1232,1004,4,19,0,0,Safe
CUST1233,440,1,7,1,1,High Risk
CUST1234,78,3,21,0,0,Safe
CUST1235,1073,1,14,0,0,Safe
CUST1236,321,1,8,1,1,High Risk
CUST1237,216,3,55,0,0,Safe
CUST1238,597,1,14,1,1,High Risk
CUST1239,264,3,18,0,0,Safe
CUST1240,19,3,53,1,1,High Risk
CUST1241,413,1,4,1,1,High Risk
CUST1242,988,3,9,1,1,High Risk
CUST1243,805,1,13,0,1,High Risk
CUST1244,301,3,10,0,0,Safe
CUST1245,914,1,1,0,1,High Risk
CUST1246,706,3,57,0,0,Safe
CUST1247,615,3,12,1,1,High Risk
CUST1248,47,3,50,0,0,Safe
CUST1249,130,1,12,1,1,High Risk
CUST1250,658,3,41,0,0,Safe
CUST1251,1063,3,10,0,0,Safe
CUST1252,445,4,33,0,0,Safe
CUST1253,960,3,10,1,1,High Risk
CUST1254,987,3,13,1,1,High Risk
CUST1255,877,4,116,0,0,Safe
CUST1256,428,1,5,0,0,Safe
CUST1257,848,3,47,1,1,High Risk
CUST1258,217,4,108,0,0,Safe
CUST1259,657,4,53,0,0,Safe
CUST1260,1092,3,5,0,1,High Risk
CUST1261,237,3,18,0,0,Safe
CUST1262,1034,1,10,1,1,High Risk
CUST1263,647,4,75,0,0,Safe
CUST1264,883,4,46,0,0,Safe
CUST1265,222,4,112,0,0,Safe
CUST1266,658,4,74,0,0,Safe
CUST1267,67,4,105,0,0,Safe
CUST1268,475,4,42,0,0,Safe
CUST1269,771,4,19,0,0,Safe
CUST1270,631,4,28,0,0,Safe
CUST1271,294,4,30,0,0,Safe
CUST1272,808,4,51,0,0,Safe
CUST1273,667,4,35,0,0,Safe
CUST1274,930,4,57,0,0,Safe
CUST1275,676,4,31,0,0,Safe
CUST1276,184,4,113,0,0,Safe
CUST1277,75,3,11,1,1,High Risk
CUST1278,396,3,37,0,0,Safe
CUST1279,1030,3,19,0,0,Safe
CUST1280,181,4,63,0,0,Safe
CUST1281,663,1,5,1,1,High Risk
CUST1282,1089,3,7,1,1,High Risk
CUST1283,843,3,43,0,0,Safe
CUST1284,964,3,47,0,0,Safe
CUST1285,973,4,57,0,0,Safe
CUST1286,740,1,9,1,1,High Risk
CUST1287,577,3,56,0,0,Safe
CUST1288,942,3,49,0,0,Safe
CUST1289,378,4,40,1,1,High Risk
CUST1290,171,4,99,0,0,Safe
CUST1291,273,4,59,0,1,High Risk
CUST1292,87,4,33,0,0,Safe
CUST1293,518,4,113,0,0,Safe
CUST1294,974,3,40,0,0,Safe
CUST1295,539,4,45,0,0,Safe
CUST1296,344,1,3,1,1,High Risk
CUST1297,277,3,11,1,1,High Risk
CUST1298,369,3,1,1,1,High Risk
CUST1299,920,4,54,0,0,Safe
CUST1300,133,1,6,1,1,High Risk
CUST1301,758,4,95,0,0,Safe
CUST1302,401,4,36,0,0,Safe
CUST1303,1041,3,3,1,1,High Risk
CUST1304,771,4,24,0,0,Safe
CUST1305,744,4,33,0,0,Safe
CUST1306,897,3,11,0,0,Safe
CUST1307,657,3,47,0,0,Safe
CUST1308,265,4,80,0,0,Safe
CUST1309,715,4,95,0,0,Safe
CUST1310,986,4,116,0,0,Safe
CUST1311,569,3,8,0,1,High Risk
CUST1312,656,3,12,1,1,High Risk
CUST1313,793,3,10,1,1,High Risk
CUST1314,294,3,58,0,0,Safe
CUST1315,861,1,10,1,1,High Risk
CUST1316,141,3,15,0,0,Safe
CUST1317,222,4,30,1,1,High Risk
CUST1318,288,3,9,1,1,High Risk
CUST1319,368,3,7,0,0,Safe
CUST1320,895,4,39,0,0,Safe
CUST1321,54,1,11,1,1,High Risk
CUST1322,1054,4,49,1,1,High Risk
CUST1323,434,4,92,0,0,Safe
CUST1324,1090,4,55,0,0,Safe
CUST1325,388,3,30,0,0,Safe
CUST1326,62,3,10,1,1,High Risk
CUST1327,1056,4,45,0,0,Safe
CUST1328,576,4,21,0,0,Safe
CUST1329,718,4,111,0,0,Safe
CUST1330,446,3,1,1,1,High Risk
CUST1331,214,4,46,0,0,Safe
CUST1332,661,3,21,0,0,Safe
CUST1333,788,4,57,1,1,High Risk
CUST1334,1013,1,1,0,1,High Risk
CUST1335,265,4,50,0,0,Safe
CUST1336,490,3,24,0,0,Safe
CUST1337,733,4,22,0,0,Safe
CUST1338,761,4,30,0,0,Safe
CUST1339,993,4,71,0,0,Safe
CUST1340,234,3,54,0,0,Safe
CUST1341,278,1,10,1,1,High Risk
CUST1342,628,3,23,0,0,Safe
CUST1343,572,1,13,0,0,Safe
CUST1344,878,1,13,1,1,High Risk
CUST1345,762,4,113,0,0,Safe
CUST1346,809,3,3,1,1,High Risk
CUST1347,709,4,53,0,0,Safe
CUST1348,1030,4,34,1,1,High Risk
CUST1349,61,3,51,1,1,High Risk
CUST1350,955,4,67,0,0,Safe
CUST1351,527,4,58,1,0,Safe
CUST1352,313,1,10,1,1,High Risk
CUST1353,261,3,17,0,0,Safe
CUST1354,782,3,10,1,1,High Risk
CUST1355,518,4,41,0,0,Safe
CUST1356,285,4,71,0,0,Safe
CUST1357,702,3,11,1,1,High Risk
CUST1358,166,4,44,0,0,Safe
CUST1359,427,1,4,1,1,High Risk
CUST1360,196,4,50,0,0,Safe
CUST1361,1090,4,23,0,0,Safe
CUST1362,348,4,83,0,0,Safe
CUST1363,794,1,1,1,1,High Risk
CUST1364,730,4,45,0,0,Safe
CUST1365,82,3,59,0,0,Safe
CUST1366,469,1,9,1,1,High Risk
CUST1367,150,4,17,0,0,Safe
CUST1368,495,4,37,1,1,High Risk
CUST1369,74,4,55,0,0,Safe
CUST1370,601,3,11,1,1,High Risk
CUST1371,289,1,8,0,1,High Risk
CUST1372,10,3,44,1,1,High Risk
CUST1373,898,4,24,0,0,Safe
CUST1374,819,4,25,0,0,Safe
CUST1375,780,3,5,1,1,High Risk
CUST1376,1017,4,44,0,0,Safe
CUST1377,251,4,117,0,0,Safe
CUST1378,1062,4,19,0,0,Safe
CUST1379,375,4,60,0,0,Safe
CUST1380,458,3,3,0,0,Safe
CUST1381,42,4,15,0,0,Safe
CUST1382,1033,3,6,1,1,High Risk
CUST1383,690,4,77,0,0,Safe
CUST1384,25,4,62,0,0,Safe
CUST1385,520,1,11,1,1,High Risk
CUST1386,559,4,97,0,0,Safe
CUST1387,162,3,9,1,1,High Risk
CUST1388,563,4,71,0,0,Safe
CUST1389,988,3,37,0,0,Safe
CUST1390,144,4,15,1,1,High Risk
CUST1391,390,1,3,0,0,Safe
CUST1392,314,1,10,1,1,High Risk
CUST1393,573,3,47,0,0,Safe
CUST1394,381,3,46,0,0,Safe
CUST1395,1039,3,13,1,1,High Risk
CUST1396,582,4,95,0,0,Safe
CUST1397,877,4,57,0,0,Safe
CUST1398,4,3,51,0,0,Safe
CUST1399,976,3,27,0,0,Safe
CUST1400,967,3,1,0,0,Safe
CUST1401,884,3,36,0,0,Safe
CUST1402,293,4,93,0,0,Safe
CUST1403,905,4,47,0,0,Safe
CUST1404,453,1,1,1,1,High Risk
CUST1405,704,4,53,1,1,High Risk
CUST1406,14,3,2,1,1,High Risk
CUST1407,364,1,2,1,1,High Risk
CUST1408,195,3,30,1,1,High Risk
